latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
-19.4094,-147.9391,1,174.08,0.01,8.36,28.5,2.55,17.81,16.56,0.05
60.7817,-60.2107,2,234.05,0.01,14.13,11.71,0.79,8.19,13.83,0.02
76.8925,-29.9564,1,351.69,0.1,16.62,27.84,0.2,5.15,25.71,0.18
88.5957,-176.1648,1,214.43,0.09,14.61,29.07,0.2,7.74,16.52,0.13
57.6382,-112.2554,1,315.36,0.05,18.03,39.05,2.21,9.6,28.35,0.17
-73.6937,-49.2033,3,251.72,0.09,11.02,19.24,2.16,22.15,11.86,0.1
44.891,-29.1215,5,178.1,0.09,8.03,30.26,1.34,10.99,16.77,0.04
-61.9499,125.1324,4,390.05,0.01,3.33,21.73,2.5,23.79,29.99,0.16
2.3125,172.3582,1,258.8,0.03,14.72,39.33,0.61,24.4,26.34,0.02
-18.1514,127.9679,5,188.65,0.06,10.21,25.29,1.13,19.04,26.59,0.18
68.2574,-127.7752,2,105.38,0.04,6.04,24.7,1.07,7.96,11.59,0.19
36.3903,-172.2786,5,282.99,0.01,16.66,20.83,1.89,18.12,21.06,0.17
12.2902,142.7485,2,125.96,0.07,14.6,39.7,2.67,9.31,29.13,0.03
71.406,-155.6148,4,103.76,0.07,7.72,32.14,2.03,16.85,15.16,0.18
38.1753,36.4473,4,178.58,0.09,11.35,24.99,2.92,10.33,10.39,0.15
60.4302,-105.009,2,331.56,0.06,2.58,36.04,1.98,19.63,12.11,0.18
45.366,84.471,4,235.21,0.05,6.44,20.71,0.33,5.28,16.73,0.08
30.8083,16.2133,1,186.44,0.05,9.77,54.03,2.6,11.98,17.93,0.18
10.2855,61.2826,3,106.07,0.05,18.38,16.36,0.16,7.1,18.42,0.07
42.2966,-167.3384,3,365.12,0.07,11.3,58.71,0.53,10.36,28.37,0.13
-31.8515,39.7207,2,137.66,0.04,12.7,28.69,0.68,7.35,18.75,0.17
-69.9733,109.9572,2,392.22,0.02,9.14,37.76,2.34,5.15,21.84,0.03
70.9853,47.937,1,300.11,0.01,12.14,38.13,1.57,7.96,21.37,0.06
87.9273,6.4537,3,200.06,0.06,1.05,51.82,0.46,21.99,18.75,0.1
55.5329,55.951,4,122.43,0.03,2.12,14.51,2.83,22.91,20.95,0.1
-78.5394,113.3643,3,313.36,0.09,18.44,30.69,1.69,23.53,7.86,0.12
-38.7238,54.4856,2,379.34,0.01,15.03,13.1,2.15,10.7,14.53,0.06
-37.7953,-142.114,1,304.13,0.02,8.03,23.7,0.75,24.57,6.95,0.08
-22.9395,34.6168,1,250.03,0.04,18.94,35.59,1.83,13.68,21.28,0.07
59.5781,-45.1572,3,240.0,0.02,1.52,21.23,2.96,24.64,7.0,0.15
6.5579,-123.2428,2,169.63,0.05,14.06,28.6,2.7,11.19,24.52,0.18
-50.6701,57.879,1,290.8,0.07,16.54,56.89,2.22,10.02,8.5,0.03
-59.1822,148.1704,4,157.92,0.06,6.45,43.99,1.65,16.56,18.85,0.15
73.144,-60.7685,3,232.52,0.05,8.5,35.4,0.78,7.76,12.27,0.12
58.253,-176.7457,5,185.48,0.01,9.74,33.63,0.34,23.15,8.15,0.05
-58.8618,120.8065,5,100.83,0.07,12.53,43.67,2.15,21.97,14.52,0.12
24.9016,139.6489,2,245.66,0.05,5.29,55.46,0.32,9.16,9.81,0.07
28.542,138.215,3,204.73,0.09,1.92,43.65,1.19,21.02,27.82,0.2
-79.9276,15.1859,1,137.02,0.09,4.86,29.23,2.73,15.35,6.96,0.12
-33.006,-57.8377,2,212.88,0.04,13.94,39.13,0.77,23.96,28.15,0.14
-44.8709,-79.8883,2,393.68,0.04,7.77,30.14,0.25,8.03,28.2,0.09
61.1985,-88.7938,1,350.96,0.09,14.94,48.4,0.48,6.86,23.5,0.07
-39.9923,156.7618,3,157.86,0.03,2.8,24.09,1.61,10.94,20.49,0.19
-70.1468,138.8376,1,204.29,0.04,14.54,45.97,1.44,20.26,8.83,0.19
24.4968,4.5646,2,162.79,0.09,7.25,13.87,2.77,7.0,8.04,0.06
-7.0375,-172.1417,1,264.57,0.03,19.91,25.18,1.88,10.65,13.11,0.18
3.6732,-26.4024,4,288.2,0.08,3.74,10.84,1.59,24.96,20.64,0.17
-68.3449,-142.9806,1,260.37,0.03,4.16,28.06,2.97,12.79,10.18,0.06
77.5959,16.2998,3,177.76,0.02,4.85,44.79,0.52,12.76,9.67,0.05
64.7805,25.1248,4,394.08,0.03,10.14,59.41,0.41,13.81,24.59,0.07
-17.8098,93.465,1,162.97,0.02,18.22,47.72,2.88,12.65,14.02,0.01
84.0015,22.9615,5,369.68,0.1,7.49,35.97,1.46,11.3,24.94,0.14
-88.6905,142.8251,4,370.08,0.05,11.54,52.87,0.69,19.35,20.22,0.02
40.1629,-143.5302,4,345.76,0.02,2.66,51.37,2.7,20.87,20.69,0.15
-31.2999,135.2647,5,130.96,0.06,17.85,23.2,2.22,5.76,28.35,0.01
-31.5517,15.6279,5,234.37,0.08,3.51,35.1,0.58,10.49,18.74,0.05
-45.5638,-168.41,1,160.45,0.07,15.57,53.96,2.09,9.39,29.01,0.01
64.2097,-108.5911,4,267.52,0.05,17.72,36.19,2.65,5.29,9.02,0.12
-2.7079,89.9366,4,160.4,0.01,7.55,29.56,0.19,11.96,13.98,0.03
-62.9764,86.9926,5,247.21,0.03,3.31,39.05,2.98,10.17,18.52,0.18
-74.9304,-22.141,3,263.65,0.04,8.92,36.51,1.17,15.69,17.72,0.01
-27.9756,163.4258,2,296.17,0.03,2.9,40.0,2.4,8.21,23.26,0.13
48.3328,4.2138,1,363.76,0.06,17.38,50.86,0.9,23.46,21.51,0.15
45.0674,-138.06,3,129.91,0.04,3.83,31.61,2.61,6.56,21.64,0.1
61.8007,-98.8993,4,396.41,0.09,14.81,40.32,1.24,21.38,28.55,0.16
45.7252,-154.3295,1,306.35,0.01,2.9,42.63,0.26,12.41,7.9,0.2
-47.7938,112.7413,1,324.08,0.05,12.64,55.82,2.36,21.43,10.07,0.02
5.5613,-125.2101,5,348.72,0.08,1.94,22.37,2.09,23.17,8.54,0.13
47.4881,-122.0386,4,364.09,0.06,12.17,10.99,0.9,15.47,6.25,0.02
9.7027,147.7402,5,255.5,0.04,5.42,10.35,2.5,15.96,6.15,0.05
18.959,-57.8162,3,259.53,0.05,15.2,27.25,1.53,22.81,18.34,0.04
-65.1922,3.3739,1,111.94,0.09,6.78,47.02,2.99,8.65,13.93,0.12
21.9124,-44.4071,4,357.44,0.07,5.59,54.94,0.14,23.19,12.37,0.14
-72.1981,101.0874,2,120.68,0.04,12.41,32.1,0.99,9.41,6.71,0.12
-13.9837,100.2914,4,152.78,0.09,10.45,15.6,2.69,13.96,29.16,0.12
-25.2715,98.577,2,385.28,0.01,13.4,53.28,2.04,6.25,15.92,0.14
-33.4245,-137.6475,5,284.11,0.1,1.36,28.73,1.32,6.62,17.5,0.03
29.3075,161.8373,4,146.86,0.03,9.7,34.79,2.83,19.21,25.1,0.06
-47.8314,-112.4392,5,182.29,0.01,16.12,56.62,1.26,15.58,8.52,0.06
45.133,-35.9925,3,237.92,0.08,8.98,19.88,1.1,15.72,6.52,0.19
-75.3765,136.2813,5,349.92,0.06,1.97,23.98,0.93,11.35,27.74,0.1
48.3659,-152.188,3,155.78,0.09,12.47,42.36,2.3,14.39,11.6,0.19
35.5444,-128.6547,2,201.39,0.06,9.29,54.74,1.56,14.66,21.67,0.1
-30.8932,-99.0657,1,140.7,0.02,2.94,38.73,1.22,14.2,6.86,0.15
28.5098,58.2368,4,251.78,0.08,17.76,13.21,2.74,24.19,29.4,0.11
-13.629,147.3877,4,172.92,0.06,17.54,27.89,2.34,18.35,9.93,0.17
72.3878,19.4235,5,181.4,0.05,18.81,38.03,0.99,7.49,8.27,0.13
84.3673,109.2391,1,278.48,0.04,13.61,14.11,0.13,19.42,23.17,0.18
-71.9672,101.4133,4,109.59,0.06,9.64,18.92,2.99,14.66,20.78,0.18
27.2899,-118.9934,2,135.89,0.09,7.3,27.43,2.78,24.17,22.71,0.05
82.2483,-55.6123,5,334.15,0.04,11.42,16.5,0.58,7.63,20.32,0.13
55.6353,-172.8838,5,321.9,0.01,7.7,18.77,1.97,21.42,22.91,0.19
62.7108,-70.5769,1,238.18,0.08,5.54,56.05,1.43,7.72,22.94,0.02
87.0081,159.4162,1,317.6,0.04,4.28,32.98,1.9,5.37,6.83,0.05
-78.59,-176.8849,5,310.97,0.05,11.16,12.97,0.99,21.5,19.02,0.06
-55.5447,39.6944,4,323.54,0.06,7.93,41.81,2.59,21.66,29.66,0.06
54.9252,12.3754,2,362.67,0.06,10.07,43.21,0.85,10.97,10.76,0.06
-2.0949,-113.6303,3,128.55,0.04,4.13,40.52,2.19,20.02,27.67,0.11
-26.169,-35.2857,3,153.1,0.07,6.47,33.91,1.33,22.48,29.49,0.12
-38.0158,-84.8687,1,314.25,0.02,14.55,33.75,2.25,23.99,28.17,0.17
-48.5707,-17.4877,2,130.85,0.07,19.95,17.15,1.1,22.34,19.25,0.05
-71.7807,-13.2174,3,355.59,0.04,17.54,27.12,0.12,22.68,25.49,0.05
-41.9349,93.3632,2,223.41,0.03,13.06,31.13,0.79,10.01,16.83,0.03
-23.913,-143.9345,2,220.0,0.04,13.9,46.72,0.61,15.98,21.98,0.19
-5.6489,19.9283,2,235.72,0.05,13.52,10.99,2.92,8.21,26.28,0.2
-39.902,115.6266,2,295.9,0.05,10.57,37.95,0.97,12.08,19.4,0.12
-0.713,-32.3894,4,281.95,0.03,6.7,28.56,2.26,7.98,27.98,0.06
43.0302,-25.0342,3,359.78,0.04,2.85,54.17,2.71,13.79,17.35,0.1
-29.8128,-83.111,3,375.81,0.09,12.17,23.26,2.47,12.27,19.31,0.1
70.6668,162.3422,1,214.48,0.08,12.42,22.15,2.9,15.33,19.07,0.01
60.4712,-74.4221,2,177.98,0.05,5.87,24.31,0.35,14.04,28.11,0.2
-67.27,-110.1366,1,197.56,0.04,1.89,51.71,0.97,14.91,11.11,0.18
3.3049,43.1788,3,134.0,0.01,5.24,17.93,0.41,19.83,18.36,0.01
42.5003,-81.5259,4,377.21,0.1,4.56,50.2,2.73,12.5,19.93,0.15
-51.8668,61.8388,3,248.38,0.09,4.13,28.05,0.87,23.01,18.96,0.07
-83.2125,26.5289,5,287.66,0.02,4.57,13.89,0.81,6.72,22.53,0.06
-52.6083,-153.4041,5,170.66,0.06,20.0,19.76,0.15,10.48,19.3,0.06
-80.9814,41.1146,4,126.7,0.08,5.39,50.91,2.69,17.42,15.08,0.1
59.3497,-146.0861,4,196.27,0.02,8.8,18.75,0.84,6.0,29.15,0.14
27.0978,-38.9946,5,202.18,0.08,15.65,55.27,1.79,19.74,6.31,0.16
-62.9595,41.1376,4,172.47,0.04,13.62,12.81,1.34,10.31,29.1,0.1
-46.4293,135.2515,5,388.4,0.07,15.64,24.99,2.89,21.95,25.02,0.13
-6.1578,-38.1467,5,321.52,0.07,19.3,51.63,2.79,24.58,9.94,0.08
39.618,-0.4769,3,218.74,0.05,11.6,29.71,1.77,15.98,9.11,0.12
19.8765,-105.8577,3,313.28,0.06,1.46,10.9,0.83,22.75,23.03,0.13
57.794,-51.4107,1,358.11,0.07,3.49,34.44,0.11,12.12,6.09,0.12
61.3159,-124.2188,4,316.24,0.07,3.14,22.38,2.34,13.19,15.26,0.14
11.533,-83.3663,3,181.78,0.05,1.39,27.89,2.84,8.0,18.67,0.13
-20.3037,-51.728,4,143.55,0.06,16.37,57.95,2.34,7.17,6.67,0.15
-73.5674,17.4335,2,162.72,0.01,14.65,25.71,0.78,22.84,24.58,0.2
-88.7966,-89.5697,3,109.87,0.04,3.65,14.43,0.34,14.46,14.21,0.12
-85.5277,46.3942,1,359.68,0.03,14.05,40.22,1.61,17.24,25.19,0.02
32.4133,-158.9536,2,326.01,0.08,12.95,11.87,1.41,18.37,25.67,0.17
-66.8293,151.5623,3,354.03,0.07,14.29,25.54,2.03,14.77,14.74,0.13
-71.7513,-143.8311,3,396.99,0.08,1.54,49.25,2.59,19.51,22.54,0.03
64.1554,6.2335,5,111.94,0.08,4.98,37.42,0.86,16.94,16.74,0.12
83.0176,-32.6607,5,394.08,0.04,1.83,21.74,0.86,8.62,13.49,0.19
-59.7802,-84.0044,5,185.0,0.07,7.08,50.65,0.63,16.98,15.01,0.04
66.6965,2.5212,2,205.05,0.04,1.81,33.11,0.93,7.07,22.72,0.14
60.1057,-43.14,2,309.23,0.04,17.04,45.81,2.88,22.38,20.1,0.12
48.9499,35.3003,1,385.11,0.02,12.32,10.78,0.47,17.77,6.84,0.05
0.824,-157.5438,1,193.82,0.05,14.03,36.47,1.78,13.42,26.78,0.02
27.1445,167.4284,1,178.42,0.07,19.92,54.83,1.21,11.43,24.45,0.15
-86.3721,130.5189,5,259.92,0.03,2.18,22.01,2.89,14.35,16.71,0.08
-3.3301,139.9442,5,238.77,0.06,8.46,46.13,2.21,23.9,23.38,0.01
55.7727,-113.9581,2,186.05,0.07,9.11,13.21,1.45,18.63,7.63,0.13
51.5488,61.7819,2,222.52,0.09,6.01,31.47,1.07,12.56,25.1,0.11
88.222,85.0382,5,328.73,0.08,19.5,30.05,2.71,11.32,25.59,0.1
88.4704,-153.0697,3,332.25,0.06,11.9,30.84,2.36,5.8,17.08,0.02
-88.3578,-122.3452,2,192.59,0.04,2.99,33.42,0.48,6.23,15.92,0.11
58.7253,-4.4946,2,174.87,0.05,17.79,13.09,0.64,12.18,16.13,0.05
-67.2584,-144.6808,1,350.61,0.02,15.85,18.38,1.07,6.59,15.5,0.12
-64.1918,87.6834,5,210.8,0.05,3.43,22.79,0.88,11.57,12.85,0.04
31.5015,107.205,1,158.77,0.06,12.18,48.66,1.74,7.12,25.21,0.08
-54.1543,105.4512,1,165.74,0.01,7.19,32.06,1.79,22.55,12.88,0.05
-61.0685,-136.8255,4,277.21,0.09,5.57,44.93,2.55,15.84,17.28,0.15
-50.0633,-84.4818,5,193.91,0.04,5.94,47.31,1.37,14.49,12.77,0.03
-60.0906,160.1979,1,304.71,0.01,4.38,24.03,1.01,9.25,24.48,0.15
60.2456,40.9068,4,115.64,0.07,6.47,19.34,1.29,17.92,19.14,0.09
10.8021,178.88,4,357.58,0.1,12.31,11.63,2.38,15.55,21.19,0.19
-0.7948,-101.5217,2,276.3,0.09,6.57,44.47,2.21,17.41,10.43,0.01
54.1346,138.598,4,205.31,0.03,10.66,48.4,1.12,22.91,12.84,0.13
8.0478,-80.4935,1,136.18,0.01,5.13,21.66,2.68,23.97,18.19,0.09
16.8356,149.4943,5,382.99,0.08,14.44,52.28,2.37,16.15,25.78,0.07
22.5257,-148.3537,3,282.28,0.08,8.36,26.13,1.03,19.92,6.72,0.05
38.1829,-54.581,5,318.63,0.09,11.35,55.55,0.58,21.27,6.19,0.04
-27.778,-106.3646,1,276.74,0.04,4.31,11.14,1.05,14.56,23.24,0.17
83.0971,12.9257,4,104.43,0.04,1.51,41.96,1.61,23.04,14.77,0.07
-8.5302,-145.6183,2,154.69,0.08,7.39,16.12,2.96,8.79,15.81,0.02
89.7952,67.4593,3,383.96,0.08,18.23,36.84,1.09,19.18,9.54,0.09
33.2197,135.8023,2,120.42,0.1,3.82,10.29,2.09,18.27,11.13,0.19
5.2704,167.8058,2,266.82,0.03,2.03,41.77,1.24,18.81,15.16,0.19
-80.0012,66.3178,4,217.82,0.01,19.41,53.01,1.27,15.41,29.39,0.13
86.325,-67.9908,2,145.08,0.08,15.55,41.66,2.31,8.85,24.62,0.1
50.5802,-126.1389,4,273.76,0.03,11.5,41.83,0.89,13.49,22.52,0.09
63.5823,-75.9559,5,140.29,0.04,11.68,58.12,1.13,20.73,20.37,0.01
27.835,-7.6402,5,246.45,0.02,15.97,11.95,1.72,9.53,7.6,0.05
-44.1038,-114.4034,4,249.02,0.02,14.33,26.78,0.45,18.89,6.63,0.16
84.5697,21.3845,1,379.4,0.1,4.74,49.73,1.2,17.85,27.37,0.14
-59.0325,-152.7019,2,163.38,0.01,2.9,13.61,0.34,12.25,19.58,0.03
24.7697,120.3823,1,176.65,0.09,16.12,42.03,0.87,10.51,24.22,0.18
3.4064,-51.41,1,256.63,0.03,8.38,13.6,2.17,13.18,13.52,0.01
-30.8755,-89.1152,5,263.78,0.05,17.13,41.91,1.53,8.89,13.23,0.09
-45.3265,11.0065,4,274.12,0.01,13.91,37.34,2.0,15.62,10.61,0.02
-43.4534,29.2718,2,340.87,0.1,14.25,13.95,2.65,19.35,23.45,0.1
47.2323,128.192,5,146.62,0.06,4.46,15.43,1.62,23.6,17.78,0.1
-19.709,83.2475,2,175.5,0.05,3.39,57.38,1.21,14.06,24.0,0.01
-85.7591,-159.5437,1,170.41,0.06,5.41,52.42,1.57,14.15,11.54,0.04
26.6681,125.6609,3,168.6,0.08,2.18,18.89,1.57,8.42,15.39,0.09
-79.8672,-124.5807,2,154.7,0.06,8.23,22.5,0.33,11.82,20.0,0.15
-48.7763,-70.2204,4,390.48,0.06,8.47,21.97,2.61,8.51,19.76,0.06
-40.3273,-123.7734,5,390.02,0.07,10.13,36.04,2.56,7.79,18.21,0.2
11.9234,140.9714,3,158.1,0.05,16.99,25.9,0.85,14.63,17.89,0.05
28.2603,5.5357,5,277.54,0.09,10.79,25.55,1.46,8.73,17.46,0.1
-46.4896,-132.8317,1,121.25,0.09,9.05,38.89,0.41,18.85,28.44,0.11
88.6268,89.5764,3,138.26,0.09,1.17,45.15,2.58,13.14,9.23,0.1
83.8206,-171.5859,5,133.74,0.07,2.51,56.88,1.35,19.38,8.33,0.11
20.0279,-58.4968,5,186.79,0.1,9.91,41.86,0.79,16.66,17.49,0.08
76.177,-153.5351,3,236.24,0.03,9.41,12.15,1.17,18.67,8.06,0.18
-5.1555,39.8331,1,178.34,0.03,14.7,36.11,2.95,8.58,17.13,0.08
37.6208,-156.9293,1,246.05,0.03,12.77,59.53,0.73,11.69,18.29,0.1
-2.064,175.6623,3,134.26,0.07,6.98,45.51,1.25,7.64,12.17,0.06
0.7059,-157.3144,3,282.8,0.08,11.15,35.53,2.47,18.57,20.75,0.12
-44.3201,-155.7433,4,371.86,0.05,10.24,45.61,1.35,8.77,24.36,0.03
-44.0909,126.9733,5,391.88,0.09,18.31,53.15,0.78,6.34,23.97,0.06
82.023,-178.9062,5,307.06,0.04,17.0,13.93,0.6,19.01,16.08,0.14
9.8616,57.2026,1,180.79,0.08,9.36,51.86,2.69,5.2,29.44,0.12
-16.2386,78.3339,4,230.03,0.08,12.96,20.47,1.74,22.52,20.62,0.05
59.0987,-7.7788,4,250.11,0.02,14.43,19.85,2.43,20.08,27.51,0.1
59.8073,28.2457,5,332.48,0.07,2.15,38.79,0.26,14.82,15.95,0.03
-46.3324,-158.3862,5,381.13,0.03,13.97,47.68,2.14,11.77,24.31,0.16
60.8107,102.225,3,101.1,0.01,8.09,59.63,0.89,22.74,23.25,0.1
-45.6371,-128.872,3,275.97,0.05,15.6,23.37,2.21,12.13,7.22,0.2
-74.838,-2.2761,3,342.73,0.09,9.42,44.42,1.65,14.69,13.99,0.14
-85.6531,-45.937,5,380.96,0.08,19.53,27.64,0.97,10.27,23.53,0.05
-37.0512,-83.1697,5,280.4,0.01,14.14,48.34,0.55,12.49,19.85,0.05
32.0146,-100.3704,5,258.09,0.02,14.98,37.04,1.49,20.85,19.29,0.01
-38.8317,-23.2006,2,186.19,0.03,2.34,45.56,0.2,23.43,20.32,0.1
83.7577,57.2968,3,317.65,0.05,19.32,20.52,2.26,5.75,16.09,0.05
-16.1016,-98.579,1,329.31,0.02,9.31,29.84,1.62,12.5,7.65,0.11
-55.3704,-46.9895,5,205.57,0.03,4.01,54.67,0.7,10.86,22.15,0.04
-61.7387,112.0633,5,102.09,0.01,16.41,57.99,1.38,20.62,13.96,0.11
-24.0292,35.0073,2,161.49,0.06,5.77,12.38,2.91,21.62,19.59,0.08
44.6863,5.2081,3,358.28,0.09,16.57,14.75,0.17,6.38,10.29,0.11
32.3004,-22.8752,3,356.15,0.07,7.48,33.78,1.25,13.46,19.43,0.12
33.9774,117.0549,1,363.97,0.06,13.61,21.47,2.82,6.94,26.97,0.12
83.1559,107.0829,1,137.35,0.06,18.17,26.35,0.51,21.51,24.38,0.17
81.5732,82.5181,5,234.26,0.04,4.53,25.23,2.77,15.94,18.73,0.07
-35.2799,-39.9975,1,359.94,0.08,16.05,58.82,2.94,21.47,25.85,0.16
10.7523,105.5768,2,295.53,0.04,8.73,58.62,0.4,8.26,29.26,0.09
-65.1414,-175.0377,4,266.69,0.09,12.79,40.4,1.95,8.06,7.84,0.16
84.7049,105.474,1,202.73,0.06,11.04,22.63,2.44,24.97,7.09,0.17
22.2918,-114.3871,1,104.28,0.06,12.09,25.98,2.66,22.05,9.95,0.08
32.1891,160.0261,2,299.16,0.06,12.09,58.75,1.35,18.64,29.23,0.15
2.4162,94.1723,3,358.92,0.01,3.89,26.36,1.47,19.02,29.66,0.18
-80.245,155.1253,3,380.88,0.05,8.41,32.8,0.94,10.64,28.99,0.16
88.6236,-94.0175,1,209.39,0.05,6.31,15.67,0.63,13.93,27.77,0.03
83.7913,121.7015,5,158.83,0.1,8.94,59.9,2.32,7.89,9.98,0.11
46.3886,-28.6611,5,196.36,0.03,17.34,14.79,0.24,5.02,19.04,0.03
38.1823,4.9085,3,108.51,0.05,4.17,17.08,0.47,11.77,10.87,0.11
4.9965,93.9713,2,103.61,0.06,11.93,53.14,2.59,5.9,29.05,0.11
-55.5404,16.8662,1,166.27,0.02,2.12,42.82,2.77,11.47,11.76,0.18
58.3729,-78.0502,5,219.21,0.1,17.49,47.1,0.25,24.07,15.56,0.11
17.2118,-144.7904,4,225.18,0.02,3.58,44.37,0.33,8.09,29.86,0.09
-9.3727,29.986,5,321.31,0.04,7.95,40.46,2.59,9.64,17.2,0.02
20.0671,7.7477,1,113.89,0.08,17.58,48.83,1.5,14.73,18.1,0.03
-15.5873,156.5041,3,299.16,0.09,1.7,28.69,1.36,13.21,23.21,0.04
6.9016,-107.357,1,257.63,0.1,12.76,35.21,2.96,13.67,8.2,0.17
-42.9781,33.5929,2,145.56,0.08,2.29,46.31,1.26,17.45,15.92,0.15
72.3688,-19.2086,3,241.54,0.07,5.34,42.81,0.59,23.27,10.87,0.18
-39.4535,-96.8401,4,329.5,0.05,19.69,29.96,0.14,6.15,14.1,0.17
22.0654,-11.9608,2,249.86,0.02,12.98,47.16,1.78,11.27,13.03,0.16
7.4194,-89.5778,5,345.04,0.04,5.71,13.73,0.77,18.72,27.0,0.05
-61.9266,84.1429,1,371.67,0.06,7.27,23.37,0.33,22.5,26.57,0.19
53.1848,-158.1923,3,210.32,0.1,19.05,48.98,1.9,5.21,6.83,0.14
-85.4302,138.0174,3,355.61,0.03,12.28,46.71,1.58,17.91,26.01,0.07
-44.5022,55.4647,2,206.02,0.03,5.99,43.59,0.15,11.4,19.27,0.13
16.4831,92.4298,5,325.29,0.06,18.07,42.73,1.34,6.22,14.74,0.03
87.4654,104.4529,5,359.84,0.04,11.29,58.19,1.7,19.74,29.07,0.07
76.9635,-121.6566,1,243.61,0.02,5.7,22.04,0.81,21.96,28.33,0.14
-10.8846,58.7812,2,216.81,0.03,8.2,49.42,1.72,15.98,24.54,0.12
40.3793,90.4469,4,111.13,0.05,18.58,50.46,2.52,23.16,26.6,0.17
-16.0276,-0.904,5,239.7,0.01,19.93,24.38,2.51,11.61,26.16,0.06
-42.152,-128.7528,1,269.4,0.08,15.96,14.36,1.66,20.93,10.8,0.09
38.3902,101.6926,4,394.68,0.04,2.83,19.38,0.73,18.42,19.05,0.05
-36.5224,-159.5654,1,322.26,0.07,14.6,37.1,2.38,8.2,28.31,0.07
55.9341,-175.6283,5,269.13,0.09,3.47,37.18,1.01,5.07,9.53,0.06
-53.5081,-86.64,3,297.57,0.1,12.4,47.57,2.75,8.76,17.94,0.16
62.577,75.8859,2,179.92,0.01,19.47,32.51,0.42,16.82,13.14,0.04
-16.0772,74.6984,2,377.75,0.03,17.54,17.17,0.49,21.95,14.3,0.05
-18.138,-142.1845,2,277.22,0.08,2.78,41.22,1.15,18.53,10.52,0.2
79.9243,123.2493,3,239.94,0.09,18.87,14.41,2.31,15.61,27.51,0.02
17.5141,119.7643,3,286.02,0.09,6.17,39.66,2.02,6.97,23.5,0.16
-12.4345,-171.34,1,330.69,0.1,7.86,52.61,1.15,5.48,18.78,0.19
27.298,-169.3229,5,256.1,0.03,11.43,19.07,2.28,23.83,28.84,0.01
-0.9008,-90.9322,2,396.25,0.03,3.71,46.68,1.67,13.83,21.59,0.09
-54.6062,-153.4491,3,309.43,0.05,13.64,35.95,2.62,24.5,11.26,0.16
-18.9097,-61.4198,4,340.62,0.06,9.72,45.11,2.6,19.59,25.91,0.12
-30.5898,-161.7142,3,207.56,0.05,11.78,31.56,1.37,18.26,11.75,0.09
1.3598,-125.9373,1,107.83,0.04,3.69,12.96,0.21,19.44,28.15,0.12
-12.4585,169.9924,4,313.83,0.04,2.74,57.3,0.18,20.09,7.65,0.17
-79.3531,-72.2123,4,190.33,0.03,9.49,18.61,0.41,14.87,26.41,0.08
41.7372,-172.2523,3,104.23,0.1,18.23,39.92,2.13,7.56,21.86,0.07
36.2179,95.5372,4,156.52,0.1,18.37,18.39,0.65,7.8,21.64,0.14
35.8483,103.2777,4,264.61,0.09,14.54,45.94,2.27,7.96,13.33,0.01
-9.1318,93.9434,4,183.77,0.09,4.76,59.16,2.82,19.63,23.71,0.1
5.8874,4.7066,1,305.25,0.01,19.83,40.06,1.57,9.48,25.25,0.19
-1.1751,-66.6958,2,351.54,0.09,5.61,24.04,1.66,14.27,19.79,0.07
25.5255,35.7531,1,207.11,0.06,13.01,56.29,0.32,19.38,15.08,0.11
-19.9968,-151.5615,3,224.81,0.09,15.5,53.19,0.62,8.48,25.51,0.1
-73.5311,-175.92,4,399.39,0.07,3.73,53.92,0.4,14.96,6.12,0.14
37.4133,166.5518,3,141.73,0.05,18.3,13.24,1.63,6.01,7.67,0.13
-6.6999,27.9309,3,218.73,0.04,8.74,27.45,1.53,17.49,14.94,0.06
19.5461,27.9339,5,229.41,0.02,9.71,27.39,1.55,15.03,12.85,0.07
61.1446,15.6554,1,216.08,0.04,5.6,18.87,2.65,22.66,28.97,0.17
46.8652,9.2738,1,121.26,0.09,8.36,59.46,1.65,21.73,21.01,0.06
-49.1531,175.5595,4,198.25,0.07,18.8,11.74,2.95,9.33,20.77,0.12
-40.5861,124.2077,4,382.03,0.03,16.0,18.69,0.43,21.27,8.94,0.01
-50.0498,30.4266,5,138.33,0.04,11.21,10.96,1.75,20.55,28.2,0.1
39.8651,164.5796,3,175.59,0.1,9.58,12.63,0.58,19.36,18.29,0.17
22.0449,125.4178,1,332.12,0.08,17.52,38.87,2.44,19.78,8.26,0.18
-43.0317,1.9294,3,371.22,0.08,4.22,34.05,0.33,19.84,8.28,0.19
-25.1712,-149.0874,4,303.29,0.07,16.44,28.23,1.51,15.11,11.85,0.09
8.32,-23.7911,2,222.6,0.04,8.52,21.49,1.63,22.95,19.26,0.11
13.8475,170.3376,2,134.75,0.01,3.16,57.75,1.18,12.8,8.83,0.13
-47.9096,-153.2492,1,209.6,0.07,5.65,52.03,1.24,12.19,18.93,0.05
-77.4934,21.4434,2,174.83,0.07,14.83,21.19,2.3,23.47,16.45,0.11
14.5498,130.6678,2,322.21,0.03,13.3,39.01,1.44,20.72,19.51,0.08
25.459,53.5825,4,251.15,0.08,15.06,48.7,0.54,17.12,6.01,0.02
-58.076,4.4535,2,330.52,0.07,7.57,50.99,2.55,14.89,12.89,0.18
-83.7666,-102.2836,4,195.21,0.04,6.04,33.23,1.27,6.17,24.61,0.03
26.9035,100.2426,3,115.71,0.02,6.01,46.88,0.53,16.01,27.8,0.13
